1                        1                        39972.26037209331        
2                        1                        -39999.9999999984        
1                        2                        -40000                   
2                        2                        79944.52913348212        
3                        2                        -20000                   
2                        3                        -40000                   
3                        3                        59944.55429065863        
4                        3                        -22222.22222222228       
3                        4                        -40000                   
4                        4                        62166.81840581443        
5                        4                        -25000.00000000005       
4                        5                        -40000                   
5                        5                        64944.6547588521         
6                        5                        -27200.00000000004       
5                        6                        -40000                   
6                        6                        67144.72994184229        
7                        6                        -28888.88888888892       
6                        7                        -40000                   
7                        7                        68833.71052589962        
8                        7                        -30204.08163265308       
7                        8                        -40000                   
8                        8                        70149.01136076791        
9                        8                        -31250.00000000002       
8                        9                        -40000                   
9                        9                        71195.05407854344        
10                       9                        -32098.76543209878       
9                        10                       -40000                   
10                       10                       72043.95996379208        
11                       10                       -32800.00000000001       
10                       11                       -40000                   
11                       11                       72745.350911399          
12                       11                       -33388.42975206613       
11                       12                       -40000                   
12                       12                       73333.95277447962        
13                       12                       -33888.8888888889        
12                       13                       -40000                   
13                       13                       73834.59953982659        
14                       13                       -34319.52662721894       
13                       14                       -40000                   
14                       14                       74265.44019241491        
15                       14                       -34693.87755102041       
14                       15                       -40000                   
15                       15                       74640.00906707588        
16                       15                       -35022.22222222223       
15                       16                       -40000                   
16                       16                       74968.58645990834        
17                       16                       -35312.50000000001       
16                       17                       -40000                   
17                       17                       75259.11144825834        
18                       17                       -35570.93425605537       
17                       18                       -40000                   
18                       18                       75517.80710673078        
19                       18                       -35802.46913580247       
18                       19                       -40000                   
19                       19                       75749.61726913971        
20                       19                       -36011.08033240998       
19                       20                       -40000                   
20                       20                       75958.5173033421         
21                       20                       -36200.00000000001       
20                       21                       -40000                   
21                       21                       76147.73902525322        
22                       21                       -36371.8820861678        
21                       22                       -40000                   
22                       22                       76319.9360322041         
23                       22                       -36528.92561983471       
22                       23                       -40000                   
23                       23                       76477.30699164982        
24                       23                       -36672.96786389414       
23                       24                       -40000                   
24                       24                       76621.68879468525        
25                       24                       -36805.55555555556       
24                       25                       -40000                   
25                       25                       76754.62779726963        
26                       25                       -36928                   
25                       26                       -40000                   
26                       26                       76877.43491476992        
27                       26                       -37041.4201183432        
26                       27                       -40000                   
27                       27                       76991.22867081602        
28                       27                       -37146.77640603567       
27                       28                       -40000                   
28                       28                       77096.96915659349        
29                       28                       -37244.89795918368       
28                       29                       -40000                   
29                       29                       77195.48505805482        
30                       29                       -37336.50416171225       
29                       30                       -40000                   
30                       30                       77287.49534396711        
31                       30                       -37422.22222222223       
30                       31                       -40000                   
31                       31                       77373.62680364533        
32                       31                       -37502.60145681582       
31                       32                       -40000                   
32                       32                       77454.42833064262        
