150521120605  130  382     5         0.79            0            0       17.775       9.9695       29.825       1.7411 2.7e-07  0.0091   0.016
150521120605  130  382     5      0.78992            0   6.5479e-05       17.778        9.974       29.823       1.7358 5.5e-09  0.0091   0.016
150521120605  130  382     5      0.78985            0   0.00013096       17.771       9.9696       29.821        1.746 1.6e-08   0.009   0.016
150521120605  130  382     5       0.7898            0   0.00021842       17.769        9.968        29.82       1.7492 3.2e-08   0.009   0.016
150521120605  130  382     5      0.78979            0   0.00031762       17.772       9.9697        29.82       1.7441 5.3e-08  0.0091   0.016
150521120605  130  382     5      0.78974            0   0.00040264       17.769       9.9675       29.819       1.7487 5.8e-08  0.0091   0.016
150521120605  130  382     5      0.78971            0   0.00050059       17.772       9.9686       29.819       1.7452 7.8e-08  0.0091   0.016
150521120605  130  382     5      0.78966            0   0.00058198       17.768       9.9659       29.818       1.7511 8.4e-08  0.0091   0.016
150521120605  130  382     5      0.78962            0   0.00067524       17.767       9.9655       29.817       1.7513   1e-07  0.0091   0.016
150521120605  130  382     5      0.78959            0   0.00076877       17.767       9.9651       29.817       1.7515 1.2e-07  0.0091   0.016
150521120605  130  382     5      0.78955            0   0.00086292       17.767       9.9649       29.816       1.7512 1.3e-07  0.0091   0.016
150521120605  130  382     5      0.78951            0   0.00095317       17.766       9.9637       29.815       1.7532 1.4e-07  0.0091   0.016
150521120607  130  382     5         0.78            0            0       16.561       9.1791       29.485       3.6506 2.1e-07  0.0075   0.013
150521120607  130  382     5      0.77991            0   3.8929e-05       16.565       9.1839       29.482       3.6436 2.1e-09  0.0076   0.013
150521120607  130  382     5      0.77982            0   7.7857e-05       16.556       9.1779        29.48       3.6578 5.7e-09  0.0075   0.013
150521120607  130  382     5      0.77979            0   0.00017368       16.556        9.178       29.479       3.6569 1.6e-08  0.0075   0.013
150521120607  130  382     5      0.77972            0   0.00024324       16.551       9.1742       29.478       3.6656   2e-08  0.0075   0.013
150521120607  130  382     5      0.77978            0   0.00032348       16.561       9.1806        29.48       3.6495 3.4e-08  0.0076   0.013
150521120607  130  382     5      0.77974            0   0.00041745       16.561       9.1802        29.48       3.6499 3.7e-08  0.0076   0.013
150521120607  130  382     5      0.77971            0   0.00051308       16.561       9.1802        29.48       3.6491 4.6e-08  0.0076   0.013
150521120607  130  382     5      0.77969            0   0.00060963       16.562       9.1805       29.479       3.6477 5.5e-08  0.0076   0.013
150521120607  130  382     5      0.77967            0   0.00070768       16.563       9.1813        29.48       3.6451 6.4e-08  0.0076   0.013
150521120607  130  382     5      0.77966            0   0.00080735       16.566        9.183        29.48       3.6402 7.3e-08  0.0076   0.013
150521120607  130  382     5      0.77967            0   0.00090679       16.572       9.1862       29.481        3.632 8.4e-08  0.0076   0.013
150521120607  130  382     5      0.77957            0   0.00092788       16.561       9.1793       29.478       3.6485 8.2e-08  0.0076   0.013
150521120607  130  382     5      0.77953            0    0.0010211       16.561       9.1788       29.478       3.6491 9.1e-08  0.0076   0.013
150521120607  130  382     5      0.77951            0    0.0011175       16.561        9.179       29.477       3.6478   1e-07  0.0076   0.013
150521120607  130  382     5      0.77949            0    0.0012155       16.563       9.1798       29.478       3.6452 1.1e-07  0.0076   0.013
150521120607  130  382     5      0.77948            0    0.0013151       16.566       9.1815       29.478       3.6405 1.2e-07  0.0076   0.014
150521120607  130  382     5      0.77949            0    0.0014146       16.571       9.1845       29.479       3.6324 1.3e-07  0.0076   0.014
150521120607  130  382     5      0.77939            0    0.0014297        16.56       9.1774       29.476       3.6495 1.3e-07  0.0076   0.014
150521120607  130  382     5      0.77935            0    0.0015233        16.56        9.177       29.475         3.65 1.4e-07  0.0076   0.014
150521120607  130  382     5      0.77932            0    0.0016186        16.56       9.1769       29.475       3.6494 1.4e-07  0.0076   0.014
150521120607  130  382     5       0.7793            0    0.0017148        16.56       9.1771       29.475       3.6482 1.5e-07  0.0076   0.014
150521120607  130  382     5      0.77927            0    0.0018123       16.562       9.1777       29.475        3.646 1.6e-07  0.0076   0.014
150521120607  130  382     5      0.77926            0    0.0019115       16.564       9.1791       29.475        3.642 1.7e-07  0.0076   0.014
150521120607  130  382     5      0.77927            0    0.0020114       16.569       9.1818       29.476       3.6349 1.8e-07  0.0076   0.014
150521120607  130  382     5      0.77917            0    0.0020201       16.557       9.1744       29.473       3.6525 1.8e-07  0.0076   0.014
150521120607  130  382     5      0.77914            0    0.0021162       16.558       9.1746       29.473       3.6514 1.9e-07  0.0076   0.014
150521120607  130  382     5       0.7791            0    0.0022088       16.557        9.174       29.472       3.6524   2e-07  0.0076   0.014
150521120607  130  382     5      0.77906            0    0.0022994       16.556       9.1729       29.472       3.6543   2e-07  0.0076   0.014
150521120607  130  382     5      0.77901            0    0.0023845       16.553       9.1709       29.471       3.6585 2.1e-07  0.0076   0.014
150521120607  130  382     5      0.77893            0    0.0024481       16.547       9.1666       29.469       3.6685 2.1e-07  0.0076   0.014
150521120607  130  382     5      0.77898            0    0.0025343       16.556       9.1725       29.471       3.6536 2.3e-07  0.0076   0.014
150521120607  130  382     5      0.77895            0    0.0026292       16.556       9.1723        29.47       3.6534 2.3e-07  0.0076   0.014
150521120609  130  382     5         0.77            0            0       15.449       8.4638       29.168        5.376 1.9e-07  0.0065   0.011
